Open,High,Low,Close,Volume,Future_Close,Pct_Change,Target
43920.96,43957.0,43676.18,43849.54,2481.51783,43720.0,-0.2954192906014541,C
43849.55,43933.0,43401.01,43560.29,2155.48087,43548.57,-0.02690523869331716,C
43560.29,43688.5,43317.0,43611.02,1613.92113,43587.63,-0.05363323306815438,C
43611.03,43867.19,43481.73,43841.57,1161.0812,43509.93,-0.7564510121330039,C
43841.56,43886.26,43567.26,43589.98,1048.28546,43623.02,0.07579723597027022,C
43589.97,43760.94,43526.3,43743.11,778.36522,43662.68,-0.18386895673398687,C
43743.1,43993.66,43629.39,43819.17,1258.22966,43708.42,-0.2527432628230978,C
43819.16,44322.0,43734.55,43773.09,1786.14248,43699.99,-0.16699757773554152,C
43776.6,43948.99,43742.97,43842.95,574.66169,43896.44,0.1220036516703489,C
43842.94,44032.19,43817.35,43902.66,777.15978,43883.0,-0.0447808857139943,C
43902.65,44075.42,43670.0,43720.0,1234.16915,43780.25,0.13780878316559927,C
43720.0,43808.88,43516.92,43548.57,992.52709,43602.31,0.12340244467269065,C
43548.58,43684.28,43534.07,43587.63,615.45639,43803.16,0.4944751526981534,C
43587.62,43646.87,43422.72,43509.93,1137.4846,43924.62,0.9530927767523466,C
43505.99,43719.99,43483.2,43623.02,849.79404,44154.52,1.218393407884186,C
43623.01,43763.57,43579.36,43662.68,571.73768,43200.0,-1.0596692644610919,C
43662.68,43795.44,43642.94,43708.42,1073.35534,43250.89,-1.0467777146828892,C
43708.42,43764.98,43537.42,43699.99,836.91713,42822.12,-2.00885629493278,B
43699.99,43898.33,43668.87,43896.44,1060.63413,42709.29,-2.7044334346931125,B
43896.43,43991.78,43740.01,43883.0,1022.25878,42700.67,-2.694277966410687,B
43883.0,44014.51,43756.2,43780.25,1099.0732,42796.18,-2.247748699470651,B
43780.25,43830.68,43500.0,43602.31,1425.68774,42810.99,-1.8148579742678763,C
43603.58,43811.0,43575.05,43803.16,768.7972,42594.37,-2.759595426448687,B
43803.16,43939.0,43659.21,43924.62,1023.6518,42560.11,-3.106481057775803,B
43924.61,44500.0,43840.28,44154.52,4866.88512,42750.66,-3.179425345355342,B
44154.52,44211.0,42871.01,43200.0,4892.5487299999995,42581.12,-1.4325925925925864,C
43200.01,43500.0,43070.42,43250.89,1782.99397,42713.89,-1.2415929475670904,C
43250.92,43255.04,42565.01,42822.12,2807.0948399999997,42623.87,-0.4629616656064669,C
42822.12,42962.96,42628.38,42709.29,1040.60187,42680.28,-0.06792433215350112,C
42709.29,42896.81,42535.0,42700.67,1314.97413,42894.92,0.45491089484076014,C
42700.67,42796.18,42311.22,42796.18,1918.7156,42810.22,0.03280666638938539,C
42796.18,42879.76,42664.14,42810.99,871.73458,42660.01,-0.35266645317007606,C
42810.99,42888.18,42466.64,42594.37,770.2614599999999,42519.99,-0.17462401721167528,C
42597.02,42771.94,42500.0,42560.11,933.52305,42548.53,-0.027208576293627402,C
42558.35,42784.0,42362.91,42750.66,1160.43813,42075.29,-1.5797884757802632,C
42750.66,42777.17,42541.81,42581.12,1138.08119,42012.94,-1.334347241218644,C
42581.12,42728.08,42425.03,42713.89,1136.25985,42057.26,-1.5372751112108904,C
42713.89,42738.47,42572.02,42623.87,1100.14262,42165.0,-1.076556399031816,C
42623.87,42880.0,42610.02,42680.28,937.36417,42975.88,0.6925915200181408,C
42679.0,42905.15,42640.01,42894.92,871.32726,43109.0,0.49908007754764844,C
42895.0,42978.1,42776.73,42810.22,961.01177,43201.06,0.9129595690001044,C
42810.22,42886.58,42599.99,42660.01,1246.12553,42913.26,0.593647305755437,C
42660.0,42678.82,42244.37,42519.99,1845.45077,43050.04,1.2465901332526252,C
42519.99,42688.84,42450.2,42548.53,1013.53743,43077.93,1.2442262987699022,C
42548.52,42611.63,41916.73,42075.29,2117.99354,43100.94,2.4376540244880105,D
42075.29,42075.71,41826.82,42012.94,2651.3511399999998,43293.89,3.048941587996453,D
42012.94,42250.0,41725.95,42057.26,2023.3774,43250.56,2.8373222601757595,D
42057.26,42321.23,42027.02,42165.0,1343.06319,43059.96,2.1225186766275326,D
42165.01,43098.88,42117.81,42975.88,3013.09459,43100.01,0.2888364356937069,C
42975.89,43347.42,42772.92,43109.0,2617.86679,42967.8,-0.3275418126145285,C
43109.0,43239.89,42863.0,43201.06,1549.41532,43090.0,-0.25707702542483374,C
